question,filtered_answer
"둘째 임신 중 첫째 어린이집 언제 보낼지 고민 요며칠 넘 고민되어 이 새벽부터 글을 올리네요 ㅋㅋㅋ
첫째가 14개월이고
뱃속 둘째는 지금 5개월로 연말에 나옵니다.
첫째를 내년 3월에 국공립어린이집 1세반 보내려고 했는데요.
임신하며 놀아주기가 점점 힘들어져 당장 들어갈 수 있는 민간 어린이집 0세반에 보낼지 엄청 고민입니다.
실은 애기 감기 걸려올 거 무서워서 둘째 돌 지날 때까진 어린이집 안 보낼 생각이었거든요…
국공립은 시설도 크고 놀이터도 있고 앞에 공원도 있으며 집이랑 제일 가깝고요.
민간은 위 국공립이랑 비슷한 위치이고 시설은 비교적 작으나 여기도 바로 앞에 공원이 있어 뛰어놀긴 좋더라구요. (놀이터는 크게 없고 텃밭정도)
민간만 상담 받아보았는데 선생님도 좋아보셔서 마음엔 들었으나 국공립에 대한 아쉬움이 자꾸 남네요… ㅋㅋㅋㅋ
친구들이 둘째 태어나기 전에 첫째 어린이집 적응시키라고… 애기 낳고 다니면 그것도 힘들다며 언능 보내라는데
다른 맘님들의 생각도 궁금합니다!!
1. 내년 3월에 국공립- 그때되면 큰애도 20개월 정도, 시설 더 크고 집이랑 조금이라도 더 가까움. 둘째 태어나고 100일 되기 전에 입소 예정
2. 민간- 지금이라도 들어갈 수 있음. 국공립보단 조금 더 멈. 임신 중에 적응시키고 둘째 맞이할 수 있음","1. 내년 3월에 국공립- 그때되면 큰애도 20개월 정도, 시설 더 크고 집이랑 조금이라도 더 가까움. 둘째 태어나고 100일 되기 전에 입소 예정"
"출산 후 첫생리 출산한지 이제 4개월 됐구 첨부터 분유 수유 했는데
아직 생리를 안 하네여 ㅜㅜ .. 다들 언제쯤 하셨어용..",80일쯤 했어영
"여름휴가 제주도 항공권 예매했는데 10개월 아기랑 잘 다녀올 수 있겠죠?
아무데도 안 가자니 휴가가 너무 아까워서 일단 질렀는데, 비행기 안에서 울진 않을지, 카시트부터 유모차, 이유식 까지 걱정이 많네요",제주도는 가까우니까 괜찮을거에요 전 그보다 더 어릴때 좀 더 먼거리로 다녀왔는데 이륙할 때 분유 먹이고 떡뻥도 주고 낮잠도 좀 재우니 잘 있더라고요 떡뻥으로 달래야겠네요.
"출산 후 척추 라인따라서 통증 있는분..? 출산하고 몇달째 척추 라인 따라서 통증이 있어요
척추 옆쪽 근육이아니라
정확히 딱 척추뼈를 따라서 누르면 통증이 있는데
혹시 저같은 분 있나요? ㅜㅜ","척추 라인 따라 통증이 있는 경우, 정형외과를 방문하여 허리와 골반 상태를 확인하는 것이 좋습니다. 또한 필테를 통해 치료를 받거나 운동을 꾸준히 함으로써 호전될 수 있습니다. 무통주사를 맞았다면 해당 부위가 더 아플 수 있으니 주의가 필요합니다."
"다들 3차 영유아검진 하셨나요? 다음주에 3차 영유아검진 하려는데
괜히 기다려지네요ㅋㅋㅋㅋㅋ
신체계측 외에 발달체크하는거다 보니
우리 아기 얼마나 컸나 궁금해집니다 ㅎㅎㅎ",생일 직전에 하려다가 어디까지 체크가 될까 궁금해서 생일 지나구 마감 직전에 해보려구요ㅋㅋ
바디워시 바디워시~추천좀요~보습력좋은걸루요!!,토루토루올인원바디워시 추천드려요 이것 막쓰는 유목인엄마인데 바디워시만큼은 토루로 정착했어요 성분도좋고 약산성에 펌프 두번이면 다씻겨줘서 딱좋아요.
"11개월 아기 친정에서 재우기 잘때 진짜 여기저기 돌아다니고 뒤집어지면서 자는 남아에요 곧 돌이라 친정내려가서 재울텐데 친정엔 아기범퍼도없고.. 작은방에서 재워야할거같은데 지금 범퍼잡고 서고 할수있거든요 ㅠㅠ 예전에는 누워있거나 뒤집기만 할정도라 바닥에서 재웠는데 지금은 막막하네요..
다들 잠버릇 험한아이 어떻게 재우시나요 같이 자기에는 혼자자는아이라 옆에 누가있으면 장난친다고 못자요... 흐흙.. 어머님들 꿀팁부탁드려요",지금 쓰는 침대가 엄청큰건데 좁은건 답답해서 걱정이네요..
"곧 돌인데 돌치레 제대로 하네요 ㅠㅠ 아기가 약 5일간 밤이면 38~39.5도 고열에 시달렸어요 ㅠㅠ
기침도 콧물도 너무 심하다보니 밥도 잘 안먹어서 애기가 살이
심한 기관지염과 약한 폐렴의 경계였는데 다행히 열은 어제부터 떨어졌어요
근데 오늘 병원 가보니 중이염도 생겼네요 후
저도 2kg 빠지고 오늘 수액맞고 오고 ㅎ 돌잔치 2주 남겨놓고 정신 없습니다..
11개월 칭구 두신 분들 무탈하신가요??",우리애기는 돌잔치날 열이 펄펄 끓었어요 38도에서 잔치를 진행했다는... 그나마 작게 해서 다들 이해해주고 애기도 무탈히 잘 안겨있기는 했다만 정말 .. 정신적으로 힘들었네요... 돌 전에 아픈거라 다행이에요..
"한달밖에 안된 아들이 너~무 귀여워요 제가 낳았지만 너무 귀여워서 하루종일 쳐다 보고만 있어도 행복해요 ㅋㅋㅋㅋ
팔불출이라고 할까봐 남들 앞에서는 그런말 못 하는데 친정엄마한테만 ""너무 귀엽지? 너무 잘생겼지?"" 하면서 푼수짓 하고 있습니다🤣
요즘 몸은 힘들지만 너무너무 행복해요","태어난지 18일 된 제딸도 너무 귀여워용
새벽에 잠 못자게 해도 귀엽고 똥도 귀엽고 산후우울증 왜 생기는지 아직 의문이에요 너무 귀엽고 보고만 있오도 행복한뎅"
"박채이 vs 박소은 첫째이름이 박채아라 고민이 됩니다.
채이는 예쁜데 첫째랑 넘 비슷
소은은 뜻이 좋은데 흔한 느낌이라
정말 고민돼요!!
뭘루 하시겠어요??
의견 미리 감사합니당😁🍀",채이요!
홍반인가요? 이렇게 올라왔다가 또 사라지곤 합니다!,홍반은 벌레물린 것 같아요. 얘전부터 한번씩 올라왔다가 바로 사라지는 형태인데요.
"이유식 후 녹변..? 230일 여아입니당
이유식 시작후 부터 쭈욱 녹변인데 초록색 야채를 안먹여도 녹색이예용..황금변을 보는 아기도 있나용?
녹변도 정상이긴 한데 황금이가 보고싶네요.
어후 그리고 냄새도 지독해서 ....씻길때마다 코를 틀어막아요. 저만 그런가요???
황금이 보는 유산균 있나용?",이유식 시작하면 변이나 냄새 많이 바뀌긴하더라구요 덩어리도 그대로 나오고..전 포베라 먹이고 있는데 괜찮았어요~ 황금변을 보기도 하나요? 변이 매일 녹색이라 걱정이네요. 저희앤 항상 황금변이긴했어요!! 녹변도 정상이라 크게 걱정안해도돼요! 넵. 감사합니다!! 추천햐주신 유산균 한번 먹여볼께요.
"5개월아기 밤잠몇시에 재우세요? 8시에 졸립다고 울고 난리쳐서 재우면 30분내로 다시 일어나고 10시에-10시30분 정도에 다시자네요.... 너무늦게자는거맞죠?? 아침엔 8시30분-9시사이에 일어나요
낮잠은 2시간30분에서 3시간정도 재워요 ㅜ",8시에 막밥 먹고 소화시킨 후 8:20-8:30에 자요
출산 후 똥배 잡아주는 팬티 어디꺼 좋은가요?? 추천해주세요🙏,기프트xx머 브랜드 제품 추천받고 입었는데 커버력대비 엄청 편해서 추천하고 갈게요
"수족구 같은데 통증 없으면 미열이 2일정도 나서 병원갔더니(목요일)
구내염 걸렸다고 해서 집에 있었는데 또 2일정도 뒤에 보니까 발에 빨간 반점이 생겼네요. 이거 수족구 맞죠?
근데 아이가 아프지 않다고 하네요?
구내염일때 의사선생님이 4일뒤인 월요일에 완치소견서 준다고 했었는데, 수족구 증상이 추가되면 소견서 안써주시겠죠?ㅠㅠ
근데 아프지 않은거면 전염성은 없는걸까요?","수족구 맞는듯하고 반점이 아프기도 안아프기도 해요. 안아프다고 전염성없지는 않고 그저 다행이지요..아파하면 걷지도 못하고 더 힘들어하니까요
의사샘은 가려울거라고 하던데..저희애는 발에난거 무감각이엿는데 입속은.아파하드라구여ㅠㅠ"
"수족구 걸리면 코로나처럼 아예 외출 안하는건가요? 월요일에 확진 받았구요,
키즈카페 아기들 시설 같은덴 당연히 안가는데
그 외에도 외출 하면 안되는건지 궁금해요",수족구가 전염이 빨라요... 그래서 사람들 많은데는 안가는게 좋아요~
"예민하고 자기 주장 강한 아기… 태어나서 애기때부터 엄~~~청 악쓰면서 울고 돌 지나기 전부터 현관문 손가락 가르키면서 나가자고 하고 싫으면 도리도리 하면서 싫다고 확실하게 표현하고 안아줄때까지 징징대고 혼자서 노는 시간 짧아요…툭하면 안아달라고 하고 엄마랑 단 둘이 있으면 제가 집안 일 하면 다리 밑으로 와서 징징대면서 울어대기 시작해요
이런 애기 도대체 언제 키울만 해 지나요…?
남편도 힘들어하고 저도 힘들고 저희 엄마가 저 키울 때 제 딸 처럼 저래서 너무 힘들었었다는데….딱 저같은 딸이 태어날 줄이야….저희 엄마한테 물었다니 엄마가 결혼 하기 전까지 힘들었다고 하네요…🥹","근데 다 그러지않나용 그러지 않는 아기가 순한거지 제 주변도 보면 다들 이 시기에 다리 붙잡고 계속 울고 말을 못하니 성질내고 그러던걸요 저희 애도 설명해주신거 똑같아요 근데 신기하게 12개월, 13개월, 14개월 다 다른 것 같아요 14개월 들어가니 부쩍 말귀 알아듣고 안되는거 설명해주면 수긍할때도 늘고 순해져가요!! 임종 전까지 육아는 계속 위기가 왔다가"
낮잠시간 사개월 아긴데 낮잠을 너무 많니자네요.. 하루 4-5 시간 갠찮나용,하루 4-5시간의 낮잠은 괜찮습니다. 그때를 즐기세요. 나중에 잠을 안 자는 날이 올 거예요.
"저만 다이어트 실패했나여 내일 돌잔친데 돌잔치한복 피팅하러 갔을때 거기 담당자가 저보고 혹시둘째..? 이라셨어요..ㅜ
가정보육하면서 밤에 컴퓨터로 일하는 재택프리랜선데 아무래도 운동할 시간도 없다는 핑계로 다이어트 안 했거든요ㅜㅜ
저만 실패했나요?ㅜㅜ..",저도 출산전에 입덧 예쁜옷 하나도 맞는게 없어서 집앞 헬스 등록하고 운동 시작했는데 빼먹는 경우가 많아서 보조제로 닥터아돌카테킨아세로라 먹고 1달째 진행중인데 생각보다 잘 빠져서 깜놀했어요 지금까지 4키로 빠졌어요!!
"13개월 아기 소파 낙상 후 발을 못딛어요ㅠ 혹시 비슷한 경험있는 분 계실까요ㅠㅜ
발달이 빠른 편이라
최근 빠르게 걷기도 시작했는데
그만큼 고꾸라지기도 하더라구요
놀이터처럼 노는 공간이 소파인데
오늘 아침에 거기서 잘못 떨어졌는지
울음 소리가 예사롭지 않아 헐레벌떡 가서 체크하니
오른 발을 딛으면 힘없이 고꾸라지더라구요
서귀포라 병원이 선택지가 없는 편인데..
엑스레이 발목만 찍어보셨고
아직 아기라 뼈가 다 붙지 않아
뭐라고 딱히 해줄 말씀이 없으시대요
괜찮다고도 말할수도 없고...
증상이 더 안좋아지면 MRI 찍자하시네요
아기가 자기도 발을 딛으면
평상시랑 느낌이 다르고
주저 앉아버리니 우는데
달리 해줄 게 없냐고 물었더니
부루펜 처방해주셨어요
집에 와서 낮잠 자고 일어났는데
컨디션은 비슷하지만
발 딛는 걸 똑같이 힘들어해서
휘청거리고 불안정해하길래
손목아대 발목에 감았더니 좀 낫더라구요
그래서 남편은 발목 접지른 거 아닐까 하던데..
무릎이나 고관절은 괜찮을지...
재접근기에다 칭얼댐이 요즘 극에 달해서
잘 놀다가 갑자기 계속 칭얼대서
산책 준비하려고 하다 일이 났네요...
남편도 없어서
바깥 구경 좋아해서 소파에 올려뒀었거든요...
(집이 4층이고, 앞이 운동공간이라 사람들, 강아지들이 종종 와요)
걱정, 미안함, 죄책감...뒤범벅이네요...",저도 아기 저희 침대에서 2번 본인침대에서도 1번 떨어졌는데 결론적으론 다 괜찮았어요 ~ 넘 걱정마시도 아기 컨디션 잘 살펴보시면 될것같아요 ~
"330일 아기 분유2번 이유식 2번 괜찮나요? 8시 분유 240
12시 이유식 200
4시 이유식 200
6시 치즈퓨레 50
8시30분 분유240
이렇게 주고 있는데요
분유량이 너무 적은가해서요.
(중간 중간에 떡뻥이나 물은 주고 있어요)",분유는 돌 전후 400~500이 적정하다고 알고 있는데 이유식을 3번 먹어야 하지 않나요? 이유식 세끼로 늘리셔야 할 것 같아요.
"16개월아기발달이요 23년3월생이구요
밥은 아침.저녁.두번만밥먹고 우유125두번정도먹어요
이렇게 점심을안먹여도될까요?
잘안먹으려하고 집에서가정보육합니다!
키는90센티에 몸무게12키로정도됩니다!
그리고책은절대안보고 찢기만하고..
말도엄마아빠도잘하지못해요....
잘걷고뛰긴하는데 말이거의안되요.
괜찮을까요...",점심밥은 먹여주세요!! 제 아기두 14갤인데 뭐.. 건강히 잘뛰어만 다닐뿐.. 말 못해요 ㅋㅋㅋ
"밤에 자는 시간 저는 따로 수면교육은 안하고 있고 애기가 하고싶은대로 맞춰서 하는 편이에요.
현재 84일 아기고 통잠 유도를 하지 않았는데 일주일 전부터 통잠을 자기 시작하더라구요. 오래는 아니도 6시간~7시간정도 자요! 많이자면 9시간.
수유텀도 딱히 지키지않고 있지만 분유먹고 한시간 뒤쯤 잠자는 패턴으로 애기한테 맞춰서 하는중인데(낮에도 이런 패턴 유지)
카페에 다른분들은 막수를 초저녁에 하고 8시에는 재우시던데
저는 막수시간도 안정해져있고 대충 늦으면 밤 12시 다돼서 먹이고 밤 10시에도 먹이고 그러고 있는데요
어린이들은 밤 10시~새벽2시에 성장호르몬이 나와서 그 시간에는 자줘야 한다고 하는데 이게 지금 아기들한테도 해당이 되는건지 궁금해요. 그러면 애기를 좀 더 일찍 재워야할 것 같아서요.
조언 좀 해주세용 ㅠㅠ 제가 잘못키우고 있는건지....",10시부터가 아닌 제가 알기론 아기가 깊게잠들고 2시간 이후부터인걸루 알고있어요ㅎㅎ 그리고 키도 유전적요인이 큰거같구요늘 6~8시에 자던 두돌아가인데 키가 또래보다 작아요엄마아빠키가 큰편은 아니거든요하지만 일찍 재워버릇하면 그게 습관이되어 커서도 그 틀을 크게 벗어나진않더라구요
"제왕 후 배탈나시는분들 계신가요 .? 9월 제왕했고 아기 지금 10개월인데
일주일에 두번은 배탈이나는거같아요.. ㅜ
설사에 복통에 .. 배탈나면 그날하루가 힘드네요
개복수술해서 그런걸까요.? 장유착이된걸까요? ㅠㅠ
출산전엔 배탈난적 거의없이 살았었는데
아기낳고 탈진할정도로 배탈이 자주나네요..
안그래도 다음달에 건강검진 예약해놓긴했는데
이런증상 겪으시는분들 계실까요?",저도 그랬어요 제왕때문인지 왜인지는 몰랐지만 몸이 많이 약해졌다 생각해서 배달음식이나 자극적인건 되도록 안먹었어요 몇달 지나니 몸이 점점 돌아와서 다 먹을 수 있었어요 몸조리 잘하셔요!! 몸이 약해져서 그런거 아닌가요 저는 원래 위가 약해도 장이 튼튼해서 탈난적이 거의 없었는데 아기낳고 제왕 장염도 두번이나 오고 배탈도 잘나요 그냥 출산하니
