question,answer
킨도 베베가드 기저귀 단계!,뒤집기하면 팬티형 강추요 몸무게 그정도에 4단계 쓰구있어용 뒤집기 하기 일보직전인데두 팬티형 괜찮겠죵 이제 뒤집으면 기저귀갈때 가만있지를 않아서 저는 밴드 불가거등여많이 쟁이시는거면 팬티 추천이용 미친듯이 뒤집기 전에는 밴드가 편해요 밴드 한박스 더 쓰셔요 단계는 4단계면 되요 저
기저귀발진이 이런건가요??초보맘😭도와주세여,땀띠 같기도 해요. 그럴수도 있을것같아요. 초스피드 답변 감사합니다. 땀띠 같아 보여요. 저는 땀띠에 발진에 난리엿어서 지금은 여름기저귀로 쓰는 중이에요. 슈퍼대디 매직슬림 썸머 좋아서 추천해드리고 가용. 땀띠요. 통풍이 잘안되나봐요. 저는 킨도 개아낫어요. 비판텐이나 라놀린 발라주셔요. 아고 기저귀발진
분리수면 하시나요!?,분리수면 시키려고하는데 방문 필요하겠죠..!?
아기피부좀 봐주세요ㅜ.ㅜ,생겼다 없어지고 또 생기는건 두드러기에요 아기가 넘 어리니 소아과 가보세요 네감사해요
통잠이요 궁금해요~!,통잠이요 궁금해요~! 통잠은 말그대로 한번도 안깨고 통으로 잠을자야 통잠인가요? 아니면 자다가 한두번 깨지만 수유하지않고 다시 자는것도 통잠인가요? 갑자기 궁금해서요~ 통잠 10시간 11시간 잔다는 아가들은 그야말로 잠을 한번도 안깨고 그 시간을 자고 일어나는걸까요~? 2개월 아기 키우는데 너무 궁금해요~!  - '저는 깨는데 엄마나 쪽쪽이 안
"이지드림 수면교육 컨설팅 후기 (광고x, 찐 내돈내산 후기)",챗 확인 부탁드려요
배냇머리 잘라줘야할가요?~~,집에서 살짝 잘라주세요.
아기방 만든다? 만다? 참견 부탁드려요,1년 후에 이사예정이라면 전 지금처럼 그대로 살래요!! 이사 확정이면 그냥 살구 아니면 맘대로 할래요 꾸미는 것도 은근 손 많이 가더라구요 ㅠ
분유를 바꿔야할까요?,"분유를 바꿔야할 것 같습니다. 대변이 2~3일에 한 번씩 누는 것은 소화에 문제가 있을 수 있고, 방귀 냄새가 독하다는 것도 소화가 제대로 이루어지지 않고 있는 신호일 수 있습니다. 유산균을 먹이고 있지만, 분유를 바꾸어 보는 것도 한 가지 방법일 수 있습니다."
9개월 아기 머리감길때,"아가드 샤워캡 쿠팡에 파는거 있는뎅, 이거 가벼워서 거부감없이 잘 했었어여 ㅎㅎ 샤워캡 씌우자마자 칫솔을 쥐어주거나 입에 넣어주면 얼레벌레 잘 쓰고 잇떠라구요! 저는 날씨요정 크라운캡 잘써요! 근데 ㅜㅜ샴푸캡 처음엔 거부 당할거에요.. 놀이해주면서 친해지게 해주세요! 엄마 손목 진짜 아프"
4갤아기 수면시간이 어떻게 되시나용?,"아기의 수면은 7-8시에 해야된다고 알려져 있어요. 이 시간에는 수면호르몬이 잘 나오는 시간이라고 해요. 아기가 4개월 때부터 7시에 수면을 시작하고 깨어도 토닥이면서 다시 재웠다고 해요. 충분히 수유를 하고 있으니 밥을 찾아 깨지는 일은 없는데, 엄마를 찾아 깨어나는 경우도 있다고 합니다."
아기 욕조를 바꾸려고 하는데 뭘 해야할까요ㅠㅠ,오플라욕조 물려받아썻는데 높아서 아기가 잡고 일어서도 안전하더라구요! 아기 잡고 서는 시점부터는 샤워핸들에 낑겨놓고도 호로록 많이 씼겼어요~~ 잡고 일어나는 애기면 오플라나 허그붕붕 같은게 낫죠~ 근데 잡고 일어서는거 정말 한때에요 저라면 온다플러스 욕조에 장난감 풀어주면서 후딱 씻길래요~ 8개월정도면 혼자 잘
첫 걸음마 신발 추천 부탁드려요!,올드솔이요 가볍고 좋아요
맘님들 휴대용 유모차 어떤게 쓰시나요~~??,['와이업 지니에스요!']
아기 볼 피부요,아직 침독은 아닌거같고 건조한거같아요 제로이드나 라놀린크림으로 건조한부위 더 보습잘해주세요 감사합니다 맞아요 보습잘해주시면될것같아요 태열살짝 올라와보여서 어네이브꺼 세럼발라주니까 좋아지더라구요 시원하게 입혀놓고 집안 온도 낮춰주시면 좋아요 감사합니다 보습잘해주세요 답변주셔서 감사합니다 심해지지 않게 미리 보습해주시면 금방 들어갈
곧 11개월 아기 전집 마구마구 추천해주세요!,"푸름이까꿍이요!!! 저는 블빗 소전집 시리즈 하나하나 다 활용하능하고 구성도 좋더라고요~ 베이비올 아기요! 조작하는거 많아용 핀덴 베베 재밌어요! 책도 책이지만 놀이교구가 다양해서 아이도 좋아하고요! 제가 사보니까 책 여러 개 사는 것 보다 구성 좋은 전집 하나 들이는 게 활용적인 것 같네요 책 구성도 좋고, 교구도 다양하니까 핀덴 베베도 한번 참고해"
5개월차 아기 뒤집기 발달,뒤집기는 걱정마세요 주변에 보면 180일 넘어서 하는 애들도 있었어요 다른 아기들이랑 비교하면 엄마만 힘들어지더라구여 저도 첫째때는 왜안하지 왜그러지 그래서 스트레스 받고 했었는데 나중에 보면 다 똑같아요~ 그래서 둘째는 그냥 알아서 하겠지 하고있어요
역방쿠 이제 4개월이라 다 커서 어디에서 소화시켜야 하나요?,앉혀야죠~ 역방쿠에 있어도 진짜 역류방지 되지 않더라구요. 하지만 역방쿠는 이제 7개월인 지금 수유쿠션이 되버렸죠 ㅋㅋㅋ
안을수있을때 맘껏안아주고싶은데 몸이 이제 한계가와서 속상해요.,"아프신 상황에서는 남편에게 돌봐달라고 요청하는 것이 당연합니다. 육아에 대한 교육이 필요한 부분이라면 함께 대화하고 도움을 받는 것이 중요합니다. 재우는 방법이나 수면 교육에 대해 고민해보고, 필요하다면 전문가의 도움을 받는 것도 좋은 방법입니다."
닥터브라운 네로우넥 250ml,그린맘 슬림형 ppsu있어요\n저도 아가가 처음엔 슬림형을 사용해서 큰거 살려고 알아봤었는데 요즘은 와이드형도 물어서 와이드형만사용하는데 그린맘한번 들어가서 봐보세요\n그린맘 혹시 배앓이 없나요? 아기가 먹을때마다 거품이 뽀글뽀글해서요\n네 지금은 배앓이가 없어서 어떤걸 줘도 다 잘먹요
아가 치아는 언제올라오려나요,아이마다 다른것같아요. 저희 아가는 6개월 되니까 올라오더라구요.
여자아기 이름 투표 부탁드립니다!💕,앗 반가운 마음에 댓글 달아요! 저희 딸 이름은 태연이에요D
2살이지만 7개월 아가ㅠㅠ 낯가림이 있다없다 하는 건 뭘까요?,저희 애두 그러더라구용.. 왔다 갔다 해요 ㅋㅋ 자기들도 나름 낯가림의 기준이 있겠죠?ㅋㅋㅋㅋ 귀엽네요~
아기 게어냄 궁금증이요~,저희 아기요. 태어나서부터 138일인 오늘까지 게워냈어요. 좀 나아지긴 했지만. 게워냄 종류도 다양하더라구요. 저희가 요즘 딱 그래요. 이게 침인지 위액인지. 소아과에서 괜찮다면 가끔 그렇더라구요.
아기가 대변을 안 봐요!,유산균 먹여보세요. 유산균은 꾸준히 먹고 있어요. 하루 정도 대변 안 보는건 괜찮은걸까요? 분유때문인가...해서요. 45일차 아기인데요 2틀에 한 번 싸기도 해요. 제가 알기로는 아이가 고통스러워하지 않는다면 대변 며칠 안 보는 거 문제 없어요. 걱정마세요. 괜찮아요 그 정도는~!! 이삼일에 한 번 볼 때도 있었어요.
선크림 쓰고 클렌징 어떻게 하시나요?,워셔블로 사서 물만으로도 잘 지워져요!
인스타 소통해요 ♡♡,s.bom 선팔했어요!!
큐브데이 배마마 바맘 고민,"단계별 입자감 제일 좋은거는 바맘이구요, 배마마는 종류가 다양해서 바맘에 없는거 주문하게 되더라구요. 큐브데이 특징은 기억이 잘 안나네용.."
푸쉬카... 세탁 어떻게하나요?😂,"푸쉬카는 분해해서 물로 청소해야 합니다. 푸쉬카 자체가 플라스틱이라 녹슬 일은 없겠지만, 바퀴축이나 손잡이 부분은 쇠일 수 있습니다. 물로 청소할 수 있는 부분은 물로 닦아주고, 나머지는 소독티슈로 닦아주면 좋을 것 같습니다. 추가로 물티슈로 닦고 손소독제 알코올로 닦으면 더 깨끗해집니다. 장난감 같은 것들은 퓨어닷 소독"
로션이나 바스 뭐 쓰시나요??,['아토수아베 바스앤 샴푸 약산성이라 순하고 올인원이에요~ 샤워 시키고 건조한 것도 없어서 잘 쓰고 있네요 ㅎㅎ']
둘째는 정말 빠릅니당 16개월 ㅋㅋ,울 아기도 16개월인데요~ 요즘 좀 재밌어요~ 생각지도 못한걸 다 해내서 깜짝놀랄일이 너무 많아요 알려준 적 없는데 어른들이 하는 행동과 말들을 스스로 공부하나봐요
100일촬영 끝났어요!!,너무 사랑스러워요
인스타 소통해요 ➿,인스타 소통하면서 지내요 ~~ ఌ 맞팔하고 같이 소통해요 !!
4갤아기 요로감염 퇴원 후 결혼식 가두될까요,맡길곳이 있으면 맡기고 갈거같긴해요 요즘 워낙 유행하는 질병이 많아서요. 옮기는 병 아니고 열 나는거 아니면 평소처럼 할거 하면서 다녀요. 아기 백일 되기전에 입원했었고 돌 다 되어가는 지금도 계속 예방항생제 먹으면서 주기적으로 병원 다니거든요. 5개월 때 요로감염으로 10일 입원했었는데 피로가 재발에 직빵이라고 하셔서 퇴원하고 한동안은 아기 컨디션
둘째 임신중인데요 .. 첫째가 하는말 ㅜㅜ,이모라고 불리는 사람들 중에 임신한 사람이 있었어서 기억하는 거 아닐까요?
5개월 아기 팔뚝에 뭘까요 이거?!,모기 아니에용
비오는 날 산책,전 비오는 날 산책 좋아해서 10키로 아기 아기띠로 안고 우산 쓰고 걍 나가요. 발에 빗방울도 맞게 해보고 빗방울 맺힌 나뭇잎도 만져보게 하고요. 비오는 날도 1일 2산책 합니다.
9개월 아기 책 추천 부탁드려요~,사운드북이나 팝업북이여 돌잡이한글 추천이요 저희 아기 9개월부터 들였는데 잘봐요
얇은 신생아 속싸개랑 얇은 배냇저고리 추천해주세요 ㅠㅠ,얇은 속싸개는 쿠팡에서 나오는 여름속싸개를 추천해요. 얇고 좋아요!
베이비룸 잡고 우는 아기,9갤 아가인데 베이비룸잡고울땐 배고프거나 졸리거나 혼자있는게싫을때 등등 울더르구요
"인스타, 블로그 하시는 엄마들 맞팔, 서이추해용🫶🏻","['dar 선팔했어요', '_j_o_j_o_y_ 서이추 선팔이욥', 'yeonhoworld 선팔했어용', 'chayi선팔하 고 가요', 'baby선팔이요', 'al 선팔햇어요', 'hwani선팔 서이추 완료용', 'seo_서이추.선팔했오용', 'dear.zza 선팔했어용', 'euneun 선팔했어요', 'to. ~ 선팔했어요', '서이추 했습니단']"
7개월 유모카사용하시는 분들 후기듣고싶어요.,"에이블 코지샤인 트라이크 구매해서 사용하고 있어요!! 눕기조절 3단계로조절가능하고 , 시트가 360도 회전되서 뒤보기도 가능한점이 제일 장점같아요!! 아주 잘 사용하고 있어 고민중이시면 적극 추천드려용~"
아기 얼집 연장반 보낼생각에 자꾸 눈물나요 ㅠㅠ,['이직준비로 얼집 연장반 보내는 맘입니다. 우리가 맞벌이 하는 이유가 우리가 아이에게 보다 좋은것도 마음껏 해줄 수 있고 보다 더 많은 기회를 알려 줄 수 있기 때문이 아닐까요? 우리 아가들은 얼집에서도 계속 쉬지 않고 세상을 알아나가고 있구요. 저도 처음엔 맴찢이었지만 잘 적응해서인지 이젠 데려다줄때 엄마는 뒤도 안돌아보고 쌤한테 안기네요. 님 아가도
아기주도 이유식 하고싶긴 한데 겁나네요 ㅠ,아기주도 이유식 저도 겁이나요
이제 곧 돌인 아기 유아식?,"이유식을 잘 안 먹는 아이를 위해 베이비본죽이나 짱죽과 같은 다양한 이유식을 시도해보시고, 간식으로는 과일이나 채소를 시도해보세요. 분유를 줄여가며 유아식으로의 전환을 시도해보세요. 실패해도 계속 시도하고 다양한 음식을 시도해보는 것이 중요합니다."
50일된 아기한테 소리지르니 놀라며 울음을 그치네요...,['헐\n뭐라고  하시는거에요 귀는 자궁안에서도 들리니 태교하잖아요 흐음\n아고 괜찮아요 애기도 이해할거어요\n놀랐을수도 있어요 잘 봐주세요\n대체 왜그래왜울어누구나 다 하는 말이에요 괜찮습니다\n쓴소리 듣고 정신차리려고 올린 글인데 따뜻한 말 감사해요\n아기 보다보면 왜이렇게 울컥하는 마음이 요동치는지 모르겠어요\n유독 맘카페에
아기 책 추천부탁드려요,비지베어가 조작북이라 아이가 진짜 좋아해요
7개월 에어컨 온도,낮에는 24도 밤에는 25도정도 켜놔용
돌이후 가정보육하는 분들 집에 어떻게 있어요?,['일상생활 하셔요 폰이나 TV를 보라는 의미는 아니구요 설거지할때 옆에 앉혀두고 이건 그릇이야 엄마가 뽀득뽀득 씻어주는거야 이야기하고 청소기 돌리면서 같이 움직이고 등등 아이도 일상에 적응할수있게 해주심 좋을것같아요ㅎㅎ 그리고 아이도 혼자만의 시간이 필요하대요 정적으로 같이 멍때리거나 그런 시간도 좋아요ㅎㅎ 그런것들 하는데 뭔가를 한다 안한다의 개념보
돌잡이명화 78000원,8만원까지 봤는데 어디가 그 가격인가툐? 어디서구매가능함가요?? 어딘가요
스테로이드연고,저는 처음에 없어질때까지 매일 2번씩 발라주다가 이제는 생기면 발라주거나 생겼는데 커지면 발라주거나 하고있어요!! 처방받을때 선생님이 작게 생겨났을때 빨리발라주면 오래 안발라줘도 된다고 애기몸 잘 확인하라고 하시더라구요
17개월 어린이집 연장or하원시터,주 1회 시터.. 과연 구해질까요? 연장반 쓰시는게 맘편할듯요. 일주일에 하루니까요.. 구하기…어렵겠죠…? 네네 연장반으로 저도 좀 기우네요 의견감사해요!
분유 추천 부탁드려요-,앱솔루트 산양분유를 시도해보세요. 육아 커뮤니티에서 좋은 후기들을 많이 볼 수 있어요.
블로그 시작했어요 서이추해용,서이추했어요 ღ•ᴗ•ღ♥
